Id provincia INDEC;Id departamento INDEC;ID departamento CovidStats;Provincia;Departamento
6;525;8131;Buenos Aires;Marcos Paz
6;532;533;Buenos Aires;Mercedes
6;539;207;Buenos Aires;Merlo
6;547;465;Buenos Aires;Monte
6;553;11689;Buenos Aires;Monte Hermoso
6;560;933;Buenos Aires;Moreno
6;568;547;Buenos Aires;Morón
6;574;39558;Buenos Aires;Navarro
6;581;5471;Buenos Aires;Necochea
6;588;5077;Buenos Aires;9 de Julio
6;595;119;Buenos Aires;Olavarría
6;602;38760;Buenos Aires;Patagones
6;609;10795;Buenos Aires;Pehuajó
6;616;75164;Buenos Aires;Pellegrini
6;623;27;Buenos Aires;Pergamino
6;630;6073;Buenos Aires;Pila
6;638;249;Buenos Aires;Pilar
6;644;14853;Buenos Aires;Pinamar 
6;648;1125;Buenos Aires;Presidente Perón
6;651;7081;Buenos Aires;Puán
6;655;327;Buenos Aires;Punta Indio
6;658;39;Buenos Aires;Quilmes
6;665;9769;Buenos Aires;Ramallo
6;672;173;Buenos Aires;Rauch
6;679;10227;Buenos Aires;Rivadavia
6;686;5549;Buenos Aires;Rojas
6;693;7121;Buenos Aires;Roque Pérez
6;700;17491;Buenos Aires;Saavedra
6;707;40074;Buenos Aires;Saladillo
6;714;495;Buenos Aires;Salto
6;721;64430;Buenos Aires;Salliqueló
6;728;969;Buenos Aires;San Andrés de Giles
6;735;4917;Buenos Aires;San Antonio de Areco
6;742;6085;Buenos Aires;San Cayetano
6;749;71;Buenos Aires;San Fernando
6;756;47;Buenos Aires;San Isidro
6;760;399;Buenos Aires;San Miguel
6;763;1517;Buenos Aires;San Nicolás
6;770;4897;Buenos Aires;San Pedro
6;778;5571;Buenos Aires;San Vicente
6;784;17945;Buenos Aires;Suipacha
6;791;283;Buenos Aires;Tandil
6;798;62430;Buenos Aires;Tapalqué
6;805;91;Buenos Aires;Tigre
6;812;16605036;Buenos Aires;Tordillo
6;819;37352;Buenos Aires;Tornquist
6;826;11623;Buenos Aires;Trenque Lauquen
6;833;16459;Buenos Aires;Tres Arroyos
6;840;111;Buenos Aires;Tres de Febrero
6;847;52088;Buenos Aires;Tres Lomas
6;854;13613;Buenos Aires;25 de Mayo
6;861;77;Buenos Aires;Vicente López
6;868;653;Buenos Aires;Villa Gesell
6;875;37606;Buenos Aires;Villarino
6;882;163;Buenos Aires;Zárate 
10;7;242670;Catamarca;Ambato
10;14;9129314;Catamarca;Ancasti
10;21;8311;Catamarca;Andalgalá
10;28;246080;Catamarca;Antofagasta de la Sierra
10;35;41758;Catamarca;Belén
10;42;48828;Catamarca;Capayán
10;49;473;Catamarca;Capital
10;56;109774;Catamarca;El Alto
10;63;41782;Catamarca;Fray Mamerto Esquiú
10;70;11655;Catamarca;La Paz
10;77;55194;Catamarca;Paclín
10;84;105712;Catamarca;Pomán
10;91;14413;Catamarca;Santa María
10;98;41866;Catamarca;Santa Rosa
10;105;11649;Catamarca;Tinogasta
10;112;11691;Catamarca;Valle Viejo
14;7;821;Córdoba;Calamuchita
14;14;209;Córdoba;Capital
14;21;233;Córdoba;Colón
14;28;509;Córdoba;Cruz del Eje
14;35;9427;Córdoba;General Roca
14;42;1285;Córdoba;General San Martín
14;49;875;Córdoba;Ischilín
14;56;5985;Córdoba;Juárez Celman
14;63;5141;Córdoba;Marcos Juárez
14;70;48364;Córdoba;Minas
14;77;83500;Córdoba;Pocho
14;84;519;Córdoba;Presidente Roque Sáenz Peña
14;91;525;Córdoba;Punilla
14;98;35;Córdoba;Río Cuarto
14;105;9459;Córdoba;Río Primero
14;112;12925;Córdoba;Río Seco
14;119;365;Córdoba;Río Segundo
14;126;6625;Córdoba;San Alberto
14;133;5317;Córdoba;San Javier
14;140;101;Córdoba;San Justo
14;147;569;Córdoba;Santa María
14;154;214772;Córdoba;Sobremonte
14;161;61;Córdoba;Tercero Arriba
14;168;1297;Córdoba;Totoral
14;175;13175;Córdoba;Tulumba
14;182;225;Córdoba;Unión
18;7;9041;Corrientes;Bella Vista
18;14;81546;Corrientes;Berón de Astrada
18;21;79;Corrientes;Capital
18;28;54816;Corrientes;Concepción
18;35;38090;Corrientes;Curuzú Cuatiá
18;42;5827;Corrientes;Empedrado
18;49;15829;Corrientes;Esquina
18;56;38362;Corrientes;General Alvear
